id,Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Class
43198,0,0,17,0,651,0,5,0,3,1,0,1,1,1,5,5,3,5,1,0,59.0,1,Eco Plus
37658,0,0,60,1,1069,3,4,3,2,3,5,5,2,2,3,2,4,2,3,18,0.0,0,Eco
122628,1,0,57,1,728,2,4,2,4,5,2,5,5,3,5,4,2,5,5,0,0.0,0,Eco
21496,1,0,70,1,399,4,5,4,4,1,4,1,1,4,3,4,4,4,1,0,0.0,0,Eco
17394,1,0,41,0,351,5,5,5,5,5,5,5,5,3,3,2,1,2,5,30,51.0,1,Eco
70282,0,0,27,0,2184,3,3,3,3,4,5,4,4,5,5,4,3,5,4,0,10.0,1,Business
83977,0,0,53,0,3179,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,6.0,1,Business
91723,1,0,41,0,2678,2,2,2,2,3,5,4,5,5,4,5,4,5,3,16,19.0,1,Business
46996,1,0,43,0,737,2,5,5,5,2,2,2,2,2,1,4,3,4,2,0,14.0,0,Eco Plus
35533,0,0,54,1,1005,2,3,2,2,2,2,3,1,1,2,1,4,1,2,0,14.0,0,Eco
36455,1,0,8,0,3769,4,2,2,2,4,4,4,4,3,5,3,3,3,4,0,16.0,0,Business
35679,0,1,26,0,1151,2,2,2,4,2,3,3,1,2,3,3,3,3,3,0,0.0,0,Eco
119157,1,0,68,1,331,3,4,3,2,5,5,4,5,5,3,3,3,5,3,0,0.0,0,Business
110018,1,0,62,1,1204,4,1,4,1,2,4,2,2,3,2,2,2,1,2,6,0.0,1,Eco
7707,1,0,53,1,767,4,2,4,3,1,4,3,1,3,5,3,4,3,1,0,9.0,0,Eco
37112,1,1,35,0,1129,4,4,4,2,4,4,3,4,2,4,4,4,1,4,10,19.0,0,Business
49002,1,0,49,0,109,5,1,1,1,5,5,5,5,3,2,5,3,3,5,0,2.0,1,Eco
127746,1,0,35,0,601,2,2,2,2,2,2,2,2,2,5,4,2,3,2,7,10.0,0,Eco
18943,0,0,11,1,551,2,3,2,1,4,2,4,4,2,4,2,2,3,4,0,0.0,0,Eco
78803,0,0,39,1,432,2,5,2,5,4,2,4,4,4,2,5,3,2,4,0,0.0,0,Eco
107980,1,0,38,0,825,1,1,3,3,1,1,1,1,2,3,3,3,3,1,1,31.0,0,Eco Plus
3362,1,0,47,0,296,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,0.0,1,Business
71036,1,0,48,0,802,3,1,1,1,2,3,3,2,1,4,3,3,2,3,348,349.0,0,Business
83139,1,0,33,1,983,4,5,4,4,1,4,1,1,4,2,4,5,5,1,0,0.0,1,Eco
18899,0,0,60,0,2224,4,4,4,4,2,4,5,4,4,4,4,1,4,3,0,0.0,1,Business
120235,1,0,16,1,1303,2,1,2,1,2,2,2,2,2,5,2,1,1,2,0,0.0,0,Eco
51021,0,0,7,1,77,1,3,1,2,4,1,4,4,4,3,4,5,4,4,0,0.0,0,Eco
26685,1,0,12,1,270,4,5,4,2,5,4,5,5,4,2,5,4,4,5,0,0.0,0,Eco
14894,0,1,25,0,315,3,3,4,4,3,4,3,3,2,4,3,2,4,3,21,33.0,0,Eco
93495,0,1,22,0,1107,3,3,3,3,3,3,3,3,3,3,5,4,5,3,7,2.0,0,Eco
112394,0,1,47,0,853,2,2,2,5,4,2,4,4,5,4,4,5,5,4,0,7.0,0,Business
95147,0,0,48,1,277,3,4,3,1,1,5,4,3,3,3,3,2,3,5,0,0.0,0,Eco
86163,0,0,39,0,306,2,2,2,2,2,5,5,5,5,5,5,5,5,3,2,0.0,1,Business
32345,0,0,39,0,201,4,5,5,5,4,4,4,4,4,5,1,4,5,4,0,0.0,1,Eco
69572,0,0,34,0,2475,1,4,4,4,1,1,1,1,4,3,4,1,1,1,2,28.0,0,Business
71601,1,0,40,0,1197,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,1,Business
45420,1,0,58,0,458,3,3,3,3,1,3,4,5,5,5,5,5,5,3,0,0.0,1,Business
94215,1,1,26,0,562,4,3,3,1,2,3,3,2,4,4,4,5,4,2,44,35.0,0,Business
50056,1,0,35,0,3460,3,2,2,2,5,4,3,3,3,3,3,2,3,1,0,0.0,0,Business
82640,0,0,55,1,528,1,4,1,4,2,3,4,1,1,1,1,3,1,1,10,9.0,0,Eco Plus
33476,1,0,44,0,2422,5,5,3,5,1,5,3,4,4,5,4,4,4,1,6,0.0,1,Business
109132,0,0,44,0,3513,2,2,3,2,3,5,5,4,4,4,4,5,4,3,2,0.0,1,Business
129109,1,0,54,1,2583,3,5,3,1,3,3,3,2,5,5,5,3,4,3,0,0.0,0,Eco
111838,1,0,42,1,804,1,2,1,3,2,3,3,3,3,1,4,4,3,2,0,0.0,0,Business
103881,1,0,28,1,882,3,3,4,4,5,4,5,5,5,4,5,5,4,5,0,0.0,0,Eco
101168,1,0,19,0,2751,4,4,1,4,4,4,4,4,3,5,4,4,5,4,0,0.0,1,Business
26549,1,0,52,1,990,2,2,2,4,1,2,1,1,3,1,3,4,4,1,0,0.0,0,Eco
62068,1,0,26,1,2475,2,2,2,2,4,2,4,4,3,1,2,2,2,4,0,0.0,0,Eco
13903,1,0,54,0,3791,4,4,4,4,3,5,1,4,4,4,5,5,4,2,16,1.0,1,Business
111899,1,0,48,1,628,3,5,3,5,1,3,1,1,4,5,4,3,4,1,5,5.0,0,Eco
5827,0,0,25,1,177,2,5,2,5,4,2,4,4,3,3,5,5,5,4,0,0.0,0,Eco
94361,0,0,42,0,2787,2,2,2,2,4,5,5,5,5,5,5,5,5,4,4,0.0,1,Business
65648,0,0,49,0,1021,2,2,2,2,5,4,5,5,5,5,5,5,5,5,40,28.0,1,Business
3596,0,0,41,0,999,3,1,4,4,3,4,4,3,3,3,3,2,3,4,0,0.0,0,Business
58293,1,0,48,1,413,2,4,2,3,3,2,3,3,4,5,4,3,3,3,0,0.0,0,Eco
52793,1,1,64,1,1874,5,5,5,2,4,5,4,4,1,3,2,3,1,4,0,0.0,1,Eco
122201,1,1,24,0,544,4,4,4,3,4,4,4,4,5,5,4,4,5,4,0,0.0,1,Business
48369,1,0,64,0,122,5,5,5,5,5,5,5,5,5,1,5,4,1,5,0,1.0,1,Eco
81150,1,0,22,1,1310,4,5,4,1,3,4,3,3,3,4,4,3,4,3,0,3.0,1,Eco
112818,0,0,39,0,1390,2,2,2,2,5,5,4,3,3,4,3,3,3,4,9,0.0,1,Business
128822,1,0,52,0,2586,3,3,3,3,3,3,3,3,4,4,5,3,4,3,0,0.0,1,Business
125368,1,1,69,1,599,3,0,3,3,3,2,2,4,4,3,4,2,3,2,155,163.0,0,Eco
88635,1,0,36,1,366,2,5,2,3,3,2,3,3,1,1,3,1,4,3,8,7.0,0,Eco
88067,0,1,39,0,545,2,2,2,1,5,2,5,5,5,2,4,4,5,5,0,0.0,1,Business
128627,0,1,39,0,954,3,2,2,4,2,2,4,2,2,2,3,2,3,2,0,0.0,0,Business
83987,0,1,39,0,321,4,4,4,1,4,4,4,4,3,3,5,5,5,4,0,0.0,1,Business
59168,0,0,63,1,1846,1,5,1,5,4,4,5,2,2,1,3,5,2,4,5,0.0,0,Eco Plus
74792,1,0,46,0,1205,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0.0,1,Business
97444,0,0,35,0,822,4,4,4,4,2,5,4,3,3,3,3,5,3,3,47,47.0,1,Business
21743,1,1,14,0,563,1,3,1,3,5,1,5,5,3,2,3,2,4,5,0,0.0,0,Eco
3378,1,0,35,0,3243,3,4,4,4,5,4,4,3,3,3,3,3,3,3,24,38.0,0,Business
51784,0,0,39,1,370,1,4,1,1,5,1,1,5,5,2,3,2,1,5,8,5.0,0,Eco
26337,1,0,39,0,834,5,1,1,1,5,5,5,5,2,1,2,4,2,5,62,59.0,1,Eco
80377,0,0,59,0,422,3,1,1,1,4,4,4,3,3,3,3,1,3,2,0,0.0,0,Eco
51857,1,0,13,1,438,3,4,3,3,5,3,5,5,3,2,4,4,5,5,9,14.0,0,Eco
93866,1,0,35,0,2401,2,1,1,1,3,2,3,2,2,2,2,4,2,3,22,14.0,0,Business
59705,1,0,56,1,854,3,4,3,4,2,3,3,2,3,4,5,4,4,2,0,0.0,0,Eco
16749,0,0,27,0,569,4,4,4,4,4,4,4,4,1,3,2,2,2,4,0,0.0,1,Eco
33522,0,0,55,0,228,5,5,5,5,5,4,2,5,5,5,5,2,5,2,0,0.0,1,Eco
74376,0,0,46,0,1464,1,1,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0,1,Business
1370,0,1,38,0,247,4,4,4,3,4,4,4,4,3,5,4,5,4,4,0,0.0,0,Business
12661,1,0,42,0,2810,3,3,3,3,3,5,4,5,5,5,5,3,5,5,8,0.0,1,Business
123695,0,0,51,1,214,2,0,2,3,2,4,5,2,2,2,2,5,2,5,0,0.0,0,Eco
18821,1,0,52,0,448,1,1,1,1,4,3,1,5,5,5,5,1,5,4,0,2.0,1,Business
50887,1,0,68,1,77,4,4,4,2,1,4,1,1,5,3,4,4,4,1,0,0.0,0,Eco
80262,1,0,54,1,1008,2,5,2,5,3,2,3,3,5,3,5,3,5,3,1,43.0,0,Eco
4032,0,1,47,0,479,2,0,2,2,3,2,3,3,3,5,5,4,4,3,0,7.0,0,Eco
39293,0,0,66,1,67,1,5,1,3,2,5,4,5,5,1,5,5,5,3,0,0.0,0,Eco
44963,0,0,54,1,397,3,4,3,2,3,5,5,2,2,3,2,4,2,3,110,116.0,0,Eco Plus
56381,0,0,33,0,200,3,2,2,2,3,3,3,3,3,2,4,4,4,3,96,78.0,0,Eco Plus
4688,0,0,58,1,489,2,3,2,1,3,1,2,1,1,2,1,4,1,4,0,0.0,0,Eco
80448,1,1,48,0,1299,2,2,2,3,5,2,5,5,4,2,5,4,5,5,2,0.0,0,Business
80120,1,1,25,0,1061,5,5,5,3,5,4,1,5,2,5,5,1,3,1,0,0.0,1,Eco
99311,0,0,37,0,337,5,5,5,5,3,4,5,3,3,4,3,5,3,3,6,0.0,1,Business
46353,0,1,27,0,1013,0,0,0,1,1,0,1,1,4,3,5,4,5,1,0,0.0,1,Business
38448,0,1,37,0,1104,1,1,1,4,4,1,4,4,2,5,3,1,4,4,10,9.0,0,Business
79272,1,0,14,1,2454,3,5,3,5,1,3,1,1,4,5,2,3,1,1,16,0.0,0,Eco
66519,1,0,53,1,447,1,5,1,2,1,1,1,1,3,2,4,3,4,1,0,1.0,0,Eco
127012,0,1,45,0,304,3,2,3,4,1,3,1,1,2,2,4,4,3,1,0,0.0,0,Eco
46156,1,0,67,1,604,5,5,4,4,5,4,5,5,3,3,4,5,5,5,77,99.0,1,Eco
39257,1,1,57,0,67,3,3,4,2,1,4,1,1,2,3,2,2,2,1,48,36.0,0,Eco
38903,0,0,22,0,1990,3,3,3,3,4,4,4,4,3,3,2,2,2,4,20,33.0,1,Business
106171,1,0,15,1,436,1,4,1,3,1,1,1,1,4,5,5,4,4,1,57,62.0,0,Eco
83341,0,0,55,0,2694,5,5,5,5,2,4,5,4,4,4,4,5,4,3,0,0.0,1,Business
95023,1,0,43,1,277,2,3,5,3,3,5,3,3,4,2,4,4,4,3,0,0.0,0,Eco
9710,0,0,12,1,212,2,1,0,1,3,0,3,3,2,1,1,3,2,3,22,8.0,0,Eco
15846,1,0,29,1,1107,2,5,2,3,4,2,4,4,3,2,4,3,4,4,9,0.0,0,Eco
58050,0,1,28,0,612,2,2,2,1,2,2,2,2,3,3,5,4,4,2,0,0.0,0,Business
27405,0,0,52,0,671,3,5,5,5,3,5,1,3,3,3,3,4,3,1,0,0.0,1,Eco
64035,1,1,23,0,919,2,2,2,4,4,2,4,4,1,1,3,1,4,4,18,21.0,0,Eco
28847,0,0,44,0,978,5,3,3,3,1,4,4,5,5,5,5,2,5,1,0,0.0,1,Eco
61060,1,0,39,0,1506,4,4,4,4,3,4,4,5,5,5,5,5,5,4,0,0.0,1,Business
90870,1,0,55,0,3420,4,4,4,4,2,5,4,3,3,3,3,3,3,4,0,0.0,1,Business
79443,1,0,17,1,187,2,5,2,1,1,2,1,1,4,3,5,3,4,1,17,11.0,0,Eco
6729,0,0,57,0,3446,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0,1,Business
71535,0,1,26,0,1012,4,4,4,4,5,4,5,5,4,3,4,5,5,5,0,0.0,1,Business
82502,0,0,53,0,1749,2,2,2,2,5,4,5,5,5,5,5,5,5,5,58,48.0,1,Business
69495,1,0,8,1,1089,5,5,5,1,4,5,4,4,4,4,2,3,3,4,0,0.0,1,Eco Plus
78929,1,0,46,0,1911,2,2,4,2,5,5,4,3,3,4,3,3,3,4,0,0.0,1,Business
116960,1,0,34,0,370,4,4,4,4,3,5,4,4,4,4,4,4,4,3,1,0.0,1,Business
94479,0,0,48,0,1658,1,1,1,1,2,4,5,4,4,5,4,4,4,5,0,0.0,1,Business
14962,1,0,28,0,528,2,2,2,2,2,1,2,2,1,2,3,3,4,2,0,0.0,0,Eco Plus
58093,0,0,57,0,212,0,4,0,3,5,2,5,2,2,2,2,5,2,4,31,21.0,1,Business
111210,0,0,24,0,1506,2,3,3,3,2,3,2,2,2,1,4,4,3,2,11,0.0,0,Business
103873,0,0,60,1,882,4,1,4,3,4,3,4,4,4,4,4,3,4,3,0,0.0,0,Eco
68482,1,0,36,0,1303,2,4,4,4,5,4,4,2,2,2,2,1,2,4,0,17.0,0,Business
500,1,0,48,0,2469,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,0.0,1,Business
115055,1,0,46,0,296,5,5,5,5,2,5,5,3,3,4,3,5,3,3,0,0.0,1,Business
7752,0,0,39,0,613,4,5,5,5,4,4,4,4,5,3,2,2,1,4,0,1.0,1,Eco
48463,1,0,20,0,2078,2,2,2,2,5,5,5,5,5,3,5,1,4,5,7,13.0,1,Business
82577,0,0,55,0,1785,5,5,1,5,3,5,5,4,4,4,4,4,4,5,0,0.0,1,Business
122649,1,1,26,0,361,4,0,4,1,5,4,5,5,4,5,4,4,5,5,0,0.0,1,Business
19633,0,0,59,0,717,4,4,5,4,3,4,4,5,5,5,5,4,5,3,11,4.0,1,Business
89119,0,1,50,0,1083,2,2,2,4,2,2,1,2,4,4,4,1,4,2,36,25.0,0,Eco
43582,1,0,34,0,1499,3,1,1,1,3,4,3,3,1,1,1,3,5,3,1,0.0,1,Eco Plus
99819,1,0,56,0,587,1,1,1,1,3,4,4,4,4,4,4,3,4,5,0,0.0,1,Business
9885,1,1,34,0,508,2,3,3,1,4,3,4,4,5,4,5,3,4,4,94,82.0,0,Business
46583,0,0,39,0,125,5,1,1,1,5,5,5,5,2,2,3,5,2,5,131,,1,Eco
75736,1,0,56,0,813,3,1,1,1,4,3,4,4,1,5,3,2,4,4,0,0.0,0,Eco
45538,1,1,30,0,566,5,0,5,4,4,5,3,4,2,1,2,5,1,4,0,0.0,1,Eco
117500,1,0,53,1,507,5,4,2,4,2,2,2,2,5,2,4,4,5,2,35,38.0,1,Eco
30479,0,1,26,0,1201,1,1,1,3,2,1,2,2,1,1,4,4,3,2,10,0.0,0,Eco
32751,0,0,46,0,2135,5,5,5,5,2,1,5,4,4,4,5,5,4,3,74,74.0,1,Business
26348,0,0,37,0,834,2,3,3,3,2,2,2,2,2,3,3,2,2,2,36,19.0,0,Eco Plus
93923,0,0,48,0,507,3,3,3,3,4,5,4,5,5,5,5,3,5,5,0,0.0,1,Business
106692,0,1,24,0,516,4,0,4,5,1,4,1,1,5,4,4,4,5,1,28,33.0,1,Business
1530,0,0,40,0,3894,2,3,3,3,4,3,4,2,2,1,2,4,2,3,0,0.0,0,Business
68311,1,1,19,0,963,5,5,5,2,4,5,4,4,5,3,3,3,5,4,0,0.0,1,Eco
108818,1,0,61,1,581,2,3,2,4,5,2,5,5,3,3,3,1,3,5,18,13.0,0,Eco Plus
106883,0,0,52,0,577,3,3,3,3,5,4,3,3,3,3,3,4,3,3,39,35.0,0,Business
38773,0,0,37,0,2505,1,3,3,3,3,3,4,1,1,2,1,3,1,1,0,0.0,0,Business
84835,1,0,18,0,1640,1,1,2,1,4,4,4,4,3,2,5,5,4,4,0,0.0,1,Business
94074,0,0,40,0,3761,2,2,3,2,2,4,5,3,3,3,3,4,3,5,0,0.0,1,Business
81616,1,0,58,0,3431,0,0,0,3,3,4,5,2,2,2,3,4,2,4,3,0.0,1,Business
35582,1,0,58,0,1080,5,3,3,3,5,5,5,5,5,4,5,5,2,5,4,0.0,1,Eco Plus
62591,0,0,52,0,346,4,5,4,4,3,5,4,4,4,4,4,4,4,3,0,0.0,1,Eco
114861,0,1,45,0,480,1,1,1,4,4,1,2,4,4,4,4,3,4,4,56,44.0,0,Business
100422,0,0,17,1,1073,1,4,1,1,2,1,2,2,5,5,5,3,4,2,2,0.0,0,Eco Plus
40052,1,0,16,1,866,2,3,2,3,1,2,1,1,2,4,3,3,4,1,0,0.0,0,Eco
16136,0,0,29,0,725,4,2,2,2,4,4,4,4,1,2,3,2,3,4,46,71.0,0,Eco Plus
22743,1,0,36,0,147,4,4,4,4,2,5,5,4,4,4,3,3,4,3,0,0.0,1,Business
45571,0,1,25,0,1025,3,4,4,3,5,4,4,5,2,4,1,3,1,5,0,0.0,0,Eco
45171,1,0,9,1,174,3,4,3,4,4,3,4,4,5,4,4,3,4,4,0,0.0,0,Eco
83916,1,0,42,0,752,2,1,1,1,2,2,2,2,3,4,1,4,2,2,46,47.0,0,Eco Plus
100289,1,0,33,0,1011,1,1,1,1,5,5,5,5,4,2,5,4,4,5,9,0.0,1,Business
47972,1,0,9,1,550,1,4,1,4,1,1,1,1,4,4,4,3,4,1,30,24.0,0,Eco
119937,0,1,29,0,868,2,2,2,3,2,2,2,2,4,5,3,1,4,2,0,2.0,0,Eco
30886,0,1,22,0,1546,4,0,3,3,2,3,2,2,2,4,4,4,4,2,121,105.0,0,Business
96735,0,0,21,1,696,4,5,4,5,5,4,5,5,5,4,4,4,5,5,42,17.0,0,Eco
58615,0,0,42,0,1507,2,2,2,2,2,5,4,3,3,4,3,4,3,5,15,6.0,1,Business
93739,0,0,60,0,1513,2,2,2,2,2,5,5,4,4,5,4,3,4,5,49,51.0,1,Business
72609,0,0,54,1,1121,5,5,5,3,5,5,4,1,1,5,1,3,1,3,0,0.0,1,Eco
128437,1,0,59,0,2101,3,4,4,4,1,1,1,3,3,3,3,1,3,3,0,0.0,0,Business
85319,1,0,46,1,1282,2,4,2,1,5,2,5,5,3,4,4,5,4,5,35,14.0,0,Eco
122311,0,1,28,0,541,3,3,3,3,3,3,4,3,4,2,4,5,5,3,1,6.0,0,Business
26634,0,0,33,0,270,2,1,1,1,2,3,2,2,3,2,4,3,4,2,0,10.0,0,Eco
102704,0,0,43,0,2478,3,3,3,3,3,2,3,3,3,4,4,3,3,3,0,0.0,1,Business
62164,1,0,45,0,2425,3,3,5,5,2,3,2,2,1,2,2,3,3,2,8,0.0,0,Eco
104392,1,0,39,0,1024,5,5,5,5,5,5,5,5,5,5,5,3,5,4,0,3.0,1,Business
61241,0,1,20,0,967,3,3,3,2,5,3,5,5,4,2,2,3,5,5,6,0.0,1,Eco
9163,1,0,26,1,946,4,2,4,3,1,4,1,1,3,3,4,4,3,1,4,13.0,0,Eco
12344,0,1,36,0,253,2,0,2,2,2,2,2,2,2,3,4,4,4,2,0,0.0,0,Eco
66375,0,0,8,1,986,1,4,2,4,1,2,1,1,4,4,5,4,5,1,14,3.0,0,Eco Plus
50596,1,0,65,1,109,3,4,3,4,2,3,2,2,4,3,5,3,4,2,0,0.0,0,Eco
110728,0,0,39,0,2446,2,2,2,2,4,4,5,5,5,5,5,3,5,5,2,0.0,1,Business
50726,1,0,16,1,308,1,5,1,2,4,1,4,4,4,3,4,5,5,4,0,0.0,0,Eco
119566,1,0,57,0,3320,5,5,5,5,3,5,5,4,4,4,4,5,4,5,4,7.0,1,Business
5744,1,0,41,0,3273,2,2,2,2,2,4,3,2,2,2,2,4,2,3,0,1.0,0,Business
124246,1,0,52,1,1916,4,3,4,3,4,4,4,4,4,2,4,4,3,4,27,33.0,0,Eco
69570,0,0,44,0,2475,2,5,5,5,2,2,2,1,5,2,4,2,2,2,0,14.0,0,Eco
12527,1,0,26,0,871,5,3,3,3,5,5,5,5,2,4,4,1,5,5,8,10.0,1,Eco
80460,0,1,45,0,1299,2,2,2,3,2,2,2,2,5,4,4,5,5,2,5,0.0,0,Business
120789,1,0,57,1,678,3,4,3,2,1,3,2,1,5,5,4,1,2,1,0,2.0,0,Eco
50533,1,0,40,1,158,2,2,2,4,1,2,1,1,1,4,4,3,3,1,0,4.0,0,Eco
119935,1,0,34,0,868,4,4,4,4,3,4,4,4,4,4,4,5,4,4,0,0.0,1,Business
1617,1,0,69,1,968,3,5,3,2,5,3,5,5,4,3,4,4,5,5,0,10.0,0,Eco
113051,1,0,54,0,2349,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0.0,1,Business
9405,0,0,57,0,1849,3,3,3,3,4,4,5,4,4,5,4,3,4,5,0,3.0,1,Business
35648,1,1,25,0,781,5,5,5,4,5,2,2,3,1,3,5,2,4,2,3,3.0,1,Eco
93835,1,1,24,0,391,2,5,2,4,4,2,4,4,1,4,2,2,3,4,19,51.0,0,Eco
70433,0,0,40,0,3127,4,4,4,4,5,4,4,5,5,5,4,4,5,5,0,0.0,1,Business
72080,0,0,52,0,1004,1,1,4,1,4,4,4,5,5,5,5,3,5,4,5,0.0,1,Business
37784,1,0,28,0,1010,3,4,4,4,3,3,3,3,4,5,3,2,3,3,0,4.0,0,Eco Plus
67516,0,1,36,0,1126,3,3,3,3,2,3,2,2,4,5,4,4,5,2,0,17.0,0,Business
119357,1,0,56,0,2822,0,4,0,3,4,4,4,4,4,4,4,3,4,4,0,35.0,1,Business
25364,0,0,53,0,2139,1,1,1,1,2,2,2,4,4,4,4,3,4,4,4,24.0,1,Business
78291,1,0,53,0,1598,2,2,2,2,3,3,5,5,5,5,5,4,5,4,0,0.0,1,Business
12509,0,0,26,1,190,1,1,1,2,2,1,2,2,4,4,1,2,2,2,103,102.0,0,Eco Plus
114928,0,0,46,0,2492,2,2,2,2,2,4,4,5,5,5,5,5,5,3,33,44.0,1,Business
1072,0,0,53,1,113,3,2,3,3,2,3,2,4,4,3,4,1,4,4,0,0.0,0,Eco
68524,0,1,21,0,1013,5,0,5,3,5,5,5,5,3,4,4,4,4,5,26,28.0,1,Business
33962,1,0,47,0,1576,5,5,5,5,2,4,5,4,4,4,4,4,4,3,0,0.0,1,Business
92547,1,0,63,1,1892,1,5,1,4,2,1,2,2,2,3,4,3,5,2,9,3.0,0,Eco
19367,0,0,45,0,3960,2,2,2,2,5,2,3,3,3,3,3,5,3,3,22,13.0,1,Business
77695,1,1,16,0,689,4,4,4,5,1,4,1,1,3,2,5,5,5,1,0,0.0,0,Eco
73199,0,0,46,0,3241,2,2,2,2,1,3,3,2,2,2,2,4,2,4,2,0.0,0,Business
56931,0,1,25,0,1101,2,2,2,3,2,5,5,3,1,4,4,5,1,5,0,0.0,0,Eco
16635,0,0,21,0,3903,1,1,1,1,5,4,5,5,3,3,3,3,4,5,0,3.0,1,Business
4331,1,0,59,1,665,3,2,3,4,5,3,5,5,1,1,4,4,3,5,1,0.0,0,Eco Plus
60842,1,0,61,0,1754,3,2,2,2,5,2,1,3,3,3,3,2,3,1,7,15.0,0,Business
118252,1,0,39,0,1849,2,2,2,2,2,3,4,5,5,5,5,3,5,5,0,0.0,1,Business
38430,1,0,51,0,965,5,3,3,3,5,5,5,5,5,3,3,2,3,5,0,0.0,1,Eco Plus
97792,1,0,41,0,2396,3,3,3,3,3,5,4,2,2,2,2,5,2,5,1,2.0,1,Business
32750,0,0,53,0,3235,4,4,4,4,4,2,2,5,5,5,3,2,5,3,0,2.0,1,Business
18271,0,0,21,1,235,5,5,5,2,4,5,4,4,5,4,4,5,5,4,0,0.0,1,Eco
29947,0,0,50,0,95,1,5,5,5,3,3,2,2,2,2,1,1,2,3,0,,0,Business
18336,1,0,61,1,554,2,4,2,4,4,2,4,4,5,3,4,4,4,4,110,98.0,0,Eco
35624,1,0,63,1,1035,3,1,3,4,2,3,2,2,1,4,4,1,3,2,0,65.0,0,Eco Plus
6311,1,0,32,0,240,1,1,1,1,5,5,5,5,3,5,5,4,4,5,70,,1,Business
123743,0,0,36,0,96,3,2,2,2,3,3,3,3,2,1,4,4,3,3,24,15.0,0,Eco
39160,1,1,21,0,296,2,5,2,3,3,2,2,3,1,4,5,4,4,3,0,0.0,0,Eco
46696,0,0,65,1,125,4,3,4,3,4,3,4,4,4,4,4,2,4,4,0,11.0,0,Eco
67035,0,0,57,0,2436,2,2,2,2,2,5,4,2,2,2,2,5,2,5,8,38.0,1,Business
2179,1,0,49,0,1623,2,4,4,4,4,3,4,2,2,2,2,3,2,3,0,4.0,0,Business
29780,0,0,55,1,261,3,2,0,3,1,4,4,3,3,0,3,1,3,1,0,0.0,0,Business
92580,0,0,17,1,2092,4,4,4,5,4,4,1,4,4,5,4,4,5,4,0,9.0,0,Eco Plus
50451,1,0,16,0,209,4,5,5,5,4,4,4,4,1,4,3,1,3,4,0,0.0,0,Eco
100889,1,0,42,0,377,5,5,5,5,2,5,5,3,3,3,3,3,3,3,29,29.0,1,Business
74686,1,0,43,1,1171,4,4,4,1,5,4,5,5,5,4,4,4,4,5,0,0.0,0,Eco
75785,0,0,43,1,868,2,2,3,3,1,4,3,5,5,3,5,1,5,2,15,10.0,0,Eco
59704,0,0,35,1,964,4,4,4,4,3,4,3,3,3,4,5,4,4,3,0,0.0,0,Eco
28464,0,0,64,1,2588,1,2,1,3,1,3,2,1,3,4,3,2,1,2,0,23.0,0,Eco
83552,0,1,24,0,1034,5,5,5,2,5,5,5,5,5,5,5,5,4,5,0,0.0,1,Business
44717,0,0,19,1,67,2,4,2,3,1,2,1,1,4,2,5,4,4,1,82,70.0,0,Eco
110,0,1,27,0,562,5,5,5,3,2,5,2,2,4,5,4,5,5,2,0,0.0,1,Business
53628,1,0,38,0,3112,1,1,5,1,5,4,5,5,5,5,5,3,5,5,0,1.0,1,Business
88767,0,0,40,0,442,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0.0,1,Business
27951,1,1,44,0,897,3,3,3,4,1,3,1,1,2,4,5,5,3,1,11,0.0,0,Eco
61877,0,0,14,0,2521,2,4,4,4,2,2,1,2,1,1,4,4,4,2,0,5.0,0,Eco
29925,0,1,35,0,82,2,2,3,4,4,3,3,4,4,1,4,2,4,4,0,0.0,0,Eco
42859,0,0,17,1,328,4,5,4,4,5,4,5,5,1,5,2,5,4,5,0,0.0,0,Eco
59940,1,0,31,0,1065,2,4,4,4,2,2,2,2,1,5,3,2,3,2,0,0.0,0,Business
50425,1,0,37,0,3778,4,3,1,1,1,4,4,4,4,4,4,2,4,1,0,4.0,0,Business
13084,0,0,65,1,595,3,2,3,3,5,3,4,3,3,3,3,3,3,1,93,97.0,0,Business
4464,1,0,60,0,605,4,4,4,4,4,4,4,4,1,2,4,3,4,4,0,6.0,1,Eco
24340,1,0,24,0,2386,2,5,4,5,2,2,2,2,1,4,3,1,2,2,0,0.0,0,Business
87825,0,1,80,0,214,2,1,1,4,1,3,2,5,5,2,5,3,5,3,12,0.0,1,Business
126145,1,0,24,0,650,1,4,1,4,1,1,1,1,1,2,2,3,3,1,9,0.0,0,Business
63710,1,1,27,0,160,1,2,2,3,1,2,1,1,3,2,5,4,4,1,65,51.0,0,Business
2161,0,0,39,0,1671,1,1,1,1,3,4,4,2,2,2,2,5,2,4,0,0.0,1,Business
