id,Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction,Customer Feedback,Requested Special Assistance,Passenger Group,Class
32861,0,0,43,0,3515,0,2,0,3,4,1,5,4,4,0,1,1,0,1,20,87,0,0,0,2,Eco
32862,1,1,58,1,4605,3,1,3,5,4,3,5,3,1,5,1,0,5,1,70,36,1,1,0,2,Eco
32863,1,0,43,1,3865,1,5,3,5,2,3,1,2,0,4,5,0,0,2,82,2,1,1,0,2,Eco
32864,0,0,74,1,2550,3,1,5,2,1,2,1,0,5,1,5,1,0,1,18,16,0,0,1,2,Eco
32865,0,1,60,1,2101,2,5,3,4,0,2,3,1,5,4,4,4,3,5,57,35,0,0,0,2,Eco
32866,0,0,49,0,4038,1,0,0,3,1,1,5,3,4,3,1,2,3,4,41,82,0,0,0,2,Eco
32867,1,1,54,1,4449,1,0,5,3,4,4,3,0,2,5,0,5,0,2,35,81,0,0,0,2,Eco
32868,0,1,72,0,3898,0,5,1,1,3,5,1,1,4,1,0,2,5,2,90,0,0,0,1,2,Eco
32869,0,1,28,1,1202,4,5,0,0,2,5,5,3,3,2,1,1,3,5,13,85,0,0,0,1,Eco
32870,0,1,47,1,420,0,2,3,0,5,0,1,3,1,4,4,5,4,3,48,26,0,0,0,0,Eco
32871,0,0,59,1,273,5,3,2,1,1,4,3,1,4,3,3,5,2,2,31,43,1,1,0,0,Business
32872,1,1,77,0,4935,5,3,3,2,2,4,3,5,3,4,0,5,1,5,84,51,1,1,1,2,Business
32873,0,1,72,0,2911,0,4,0,2,2,3,0,4,2,5,4,2,5,1,44,91,0,0,1,2,Business
32874,1,0,34,0,3832,5,1,3,1,5,2,3,1,3,4,2,3,5,3,14,15,1,1,0,2,Eco
32875,0,0,73,1,1857,5,3,2,3,5,4,5,2,1,0,5,4,3,5,92,61,1,1,1,2,Eco
32876,0,0,50,1,431,3,3,4,3,1,0,5,4,5,1,5,2,3,2,41,85,0,0,0,0,Business
32877,1,1,40,1,3086,1,2,4,5,2,1,4,4,1,2,1,3,4,0,91,97,0,0,0,2,Business
32878,1,1,43,0,4542,3,5,3,3,0,2,1,2,1,0,1,0,0,1,45,96,0,0,0,2,Business
32879,0,0,69,0,852,2,5,3,5,0,3,5,2,1,5,2,0,4,3,28,31,1,1,1,1,Eco
32880,0,0,70,0,596,2,2,2,3,2,1,2,2,1,4,5,5,2,5,76,95,0,0,1,1,Business
32881,0,0,37,0,4156,2,3,1,1,1,3,5,4,4,0,0,2,1,3,64,46,0,0,0,2,Eco
32882,0,1,55,1,592,2,1,1,3,3,2,5,2,2,5,2,3,3,2,43,64,0,0,0,1,Eco Plus
32883,1,1,25,1,3712,2,1,2,3,5,2,2,0,5,3,1,2,2,3,61,1,0,0,0,2,Business
32884,1,1,24,0,3473,5,5,0,5,2,0,4,2,0,5,2,4,1,4,32,56,0,0,0,2,Eco Plus
32885,0,1,55,0,3453,3,4,0,0,5,4,2,2,4,0,5,3,2,2,65,31,0,0,0,2,Eco
32886,1,0,33,1,3578,3,3,0,3,5,1,2,2,2,0,3,3,1,0,36,42,0,0,0,2,Business
32887,0,1,25,1,3802,4,2,2,4,1,1,4,4,4,5,2,0,2,3,47,98,1,1,0,2,Eco
32888,1,0,60,1,933,3,5,1,1,0,2,4,4,2,2,4,4,2,1,74,89,1,1,0,1,Business
32889,1,1,60,1,2491,5,1,0,4,2,1,0,1,5,2,3,1,5,3,52,3,0,0,0,2,Business
32890,0,1,36,1,1842,1,5,5,2,1,4,2,2,4,1,2,2,2,4,7,34,0,0,0,2,Eco
32891,1,0,27,0,3966,5,4,2,2,0,4,2,3,0,2,1,5,1,3,59,26,1,1,0,2,Business
32892,0,1,30,0,2744,0,1,3,3,1,4,2,3,2,2,4,5,3,4,32,69,1,1,0,2,Eco
32893,1,0,41,1,4950,1,2,4,1,1,0,1,5,1,1,1,4,0,5,65,91,1,1,0,2,Business
32894,0,1,73,1,4119,3,0,1,5,3,2,4,4,1,5,5,2,2,1,53,58,0,0,1,2,Business
32895,0,0,48,1,3032,2,0,3,2,2,4,4,3,1,5,2,1,4,5,37,71,1,1,0,2,Business
32896,1,1,54,0,2831,5,0,5,5,2,4,5,4,0,4,2,1,0,4,56,3,1,1,0,2,Eco
32897,1,0,57,1,2777,1,1,4,5,5,4,3,3,1,0,1,0,2,1,42,71,0,0,0,2,Eco
32898,0,1,73,0,728,5,3,0,3,0,5,3,2,0,3,5,2,3,3,92,66,0,0,1,1,Eco
32899,1,1,39,1,608,0,5,5,0,5,5,4,5,2,4,4,2,5,2,37,36,1,1,0,1,Business
32900,0,0,48,0,454,0,4,4,5,0,0,2,2,3,2,4,1,5,4,69,84,0,0,0,0,Business
32901,1,0,62,0,4320,1,1,5,4,0,3,3,3,2,3,2,3,0,3,9,37,0,0,1,2,Business
32902,1,0,74,1,1030,3,1,4,5,2,3,1,2,5,0,3,1,3,1,65,86,0,0,1,1,Eco
32903,1,1,73,0,3335,3,0,3,3,0,3,1,2,2,5,2,1,3,0,63,26,1,1,1,2,Eco Plus
32904,1,1,57,1,2898,1,3,3,2,5,0,0,1,0,3,3,5,4,2,96,32,0,0,0,2,Business
32905,0,1,23,0,2813,2,1,1,2,0,4,1,0,2,5,0,3,4,2,89,88,1,1,0,2,Business
32906,0,0,78,0,1373,5,2,2,1,0,2,5,4,0,0,1,4,5,0,79,16,0,0,1,1,Eco Plus
32907,1,0,64,0,269,5,0,4,4,1,3,1,2,2,0,2,2,4,2,60,63,0,0,1,0,Business
32908,1,1,24,0,2198,4,0,3,1,5,1,1,1,0,5,4,2,2,2,30,26,1,1,0,2,Business
32909,0,0,41,0,3950,1,2,0,1,3,2,4,3,1,3,5,1,5,1,16,0,0,0,0,2,Eco Plus
32910,1,0,78,1,4148,3,1,4,1,3,4,4,0,2,4,4,2,0,2,75,49,0,0,1,2,Eco
32911,1,1,68,0,721,2,1,2,3,1,0,0,2,2,0,1,4,3,0,72,25,1,1,1,1,Business
32912,0,1,64,1,3737,1,1,2,4,2,5,5,2,5,2,2,3,5,5,57,57,1,1,1,2,Business
32913,1,1,60,1,2869,3,3,0,4,2,0,0,3,3,5,4,3,4,1,48,64,1,1,0,2,Eco
32914,0,1,35,0,2156,2,4,4,5,1,4,1,4,5,3,1,0,5,2,47,98,1,1,0,2,Business
32915,0,1,67,1,547,4,0,3,1,0,2,1,5,0,1,5,5,4,5,70,18,0,0,1,1,Business
32916,0,0,74,1,4685,2,3,4,0,5,3,2,0,3,5,2,2,4,0,95,47,0,0,1,2,Eco Plus
32917,0,1,34,1,974,0,0,4,3,5,1,1,0,3,2,4,3,2,3,9,77,1,1,0,1,Business
32918,1,0,22,1,4476,2,2,4,2,0,1,1,3,0,4,3,5,1,0,93,96,1,1,0,2,Business
32919,1,0,26,0,1795,2,1,5,0,4,3,0,1,3,1,5,5,4,5,36,33,0,0,0,2,Business
32920,1,1,34,0,1012,4,2,5,4,0,4,2,3,0,1,4,3,0,3,36,58,0,0,0,1,Business
32921,0,0,79,0,1886,3,0,4,2,4,2,3,3,0,1,3,4,2,3,32,21,0,0,1,2,Business
32922,0,1,32,0,597,4,0,5,3,5,0,5,5,3,2,1,3,1,2,19,88,1,1,0,1,Business
32923,1,0,26,0,2922,0,4,3,3,3,2,5,4,4,5,4,3,1,0,10,77,1,1,0,2,Business
32924,1,1,24,1,4891,1,3,3,2,0,2,1,2,0,5,1,1,3,2,15,0,1,1,0,2,Business
32925,1,0,37,1,2456,1,2,2,3,5,3,3,3,5,1,4,1,0,4,50,66,0,0,0,2,Eco Plus
32926,1,1,69,0,2994,3,1,2,1,2,4,2,4,1,3,5,1,1,3,67,5,1,1,1,2,Eco
32927,0,0,43,1,774,0,4,0,5,5,3,5,4,2,3,5,3,3,5,16,52,1,1,0,1,Business
32928,0,0,19,1,4235,5,1,2,3,5,5,4,2,1,1,2,5,2,4,36,98,1,1,0,2,Eco
32929,0,0,66,0,187,0,0,5,1,4,5,3,2,0,3,0,0,4,2,49,30,1,1,1,0,Business
32930,1,0,19,1,541,3,5,3,0,3,3,3,4,0,0,3,5,0,4,93,58,0,0,0,1,Business
32931,1,0,75,1,176,4,3,1,5,1,5,1,0,5,0,1,3,1,2,28,51,0,0,1,0,Eco
32932,1,1,64,0,1631,5,5,0,3,5,5,4,1,5,5,5,4,4,1,56,81,0,0,1,2,Eco
32933,1,0,56,1,685,2,3,1,1,5,0,0,2,4,1,3,3,2,5,20,93,0,0,0,1,Eco
32934,1,0,20,1,3755,3,0,0,1,1,3,2,4,2,1,5,5,2,3,44,54,0,0,0,2,Eco Plus
32935,1,0,57,1,4751,0,0,0,1,1,4,3,5,2,3,4,0,1,5,96,83,1,1,0,2,Eco
32936,1,0,65,1,2344,5,5,4,4,4,0,2,5,2,5,0,3,0,3,18,20,1,1,1,2,Business
32937,1,0,74,0,1791,4,3,3,4,4,5,4,4,1,3,0,2,2,5,88,85,0,0,1,2,Business
32938,1,1,77,1,411,2,2,4,3,2,1,1,0,5,1,0,0,5,3,16,81,0,0,1,0,Eco Plus
32939,0,0,44,1,3348,4,3,2,2,0,2,0,3,2,1,1,0,0,5,16,26,1,1,0,2,Business
32940,1,1,61,1,2976,5,0,4,3,4,4,3,3,0,3,5,2,5,2,59,16,0,0,1,2,Business
32941,1,0,57,0,278,0,0,4,4,3,4,1,5,1,2,3,4,3,5,22,36,1,1,0,0,Eco
32942,1,0,65,0,1326,5,3,0,5,4,0,5,0,0,2,2,0,4,4,41,75,1,1,1,1,Eco
32943,1,1,63,1,119,3,4,0,1,3,3,5,0,5,5,3,2,4,4,65,100,1,1,1,0,Eco
32944,1,1,34,0,2496,5,3,5,5,1,1,0,0,0,2,3,3,5,3,66,52,0,0,0,2,Business
32945,1,0,47,0,2448,3,0,5,0,3,2,2,5,3,3,1,1,0,1,26,39,1,1,0,2,Eco Plus
32946,1,1,28,0,3463,4,0,3,2,5,4,1,1,3,0,2,4,0,1,42,70,1,1,0,2,Eco
32947,0,1,23,0,2166,1,0,1,4,2,5,4,1,4,3,5,4,0,4,46,1,0,0,0,2,Eco
32948,1,1,71,0,2544,3,1,1,3,1,1,3,2,4,5,3,4,4,5,26,23,0,0,1,2,Eco
32949,1,0,72,1,4637,5,2,2,4,3,3,0,1,4,1,0,2,2,2,39,90,0,0,1,2,Eco
32950,1,1,28,0,1611,0,3,2,3,4,5,0,5,5,4,1,4,3,5,73,80,0,0,0,2,Business
32951,0,0,29,1,2534,4,4,0,5,0,4,1,1,3,0,0,4,0,4,67,57,0,0,0,2,Business
32952,1,0,18,0,4160,4,5,2,2,2,5,3,4,4,1,0,2,5,5,1,95,1,1,0,2,Eco
32953,1,1,78,1,3494,4,0,1,5,0,4,2,1,5,2,2,0,0,3,69,3,0,0,1,2,Eco
32954,1,1,74,1,3430,4,4,3,1,0,0,2,3,4,1,4,3,2,5,60,96,1,1,1,2,Eco
32955,1,0,18,1,1700,1,4,4,2,4,4,2,2,5,1,4,0,1,4,52,78,0,0,0,2,Business
32956,1,1,32,0,2831,0,3,3,3,2,4,2,5,1,4,1,4,0,3,32,15,1,1,0,2,Business
32957,1,1,58,0,3438,0,3,0,5,4,4,4,1,2,5,1,2,0,0,5,46,0,0,0,2,Eco Plus
32958,0,1,63,1,2757,2,1,3,5,0,3,1,5,1,5,2,5,2,5,68,43,0,0,1,2,Business
32959,0,0,73,0,1072,3,0,3,3,1,3,5,0,4,2,5,1,4,5,47,90,1,1,1,1,Business
32960,1,1,68,0,4645,2,1,4,4,0,4,0,1,3,2,1,4,3,2,14,4,0,0,1,2,Business
32961,0,0,72,1,4149,5,4,0,0,4,3,5,0,3,5,4,4,5,1,23,57,0,0,1,2,Eco
32962,1,0,21,0,4545,3,1,0,1,1,4,2,3,5,2,3,3,5,2,8,0,1,1,0,2,Business
32963,0,1,63,0,2122,2,1,3,4,1,5,3,3,0,1,2,0,1,4,11,23,0,0,1,2,Business
32964,1,1,69,0,1118,4,4,4,4,3,2,1,4,2,5,4,1,4,0,16,68,1,1,1,1,Eco
32965,1,1,35,0,4415,3,0,5,3,2,2,0,4,0,4,5,0,1,0,93,25,1,1,0,2,Business
32966,1,0,43,1,3172,5,1,2,1,1,1,0,3,5,5,2,4,4,2,62,61,0,0,0,2,Eco
32967,0,1,19,0,1067,2,0,2,4,1,0,3,3,0,4,1,1,5,2,57,66,0,0,0,1,Business
32968,0,1,55,0,3486,4,1,0,2,1,3,3,3,4,5,0,0,1,1,28,17,0,0,0,2,Business
32969,0,1,77,1,915,0,4,4,2,5,1,0,5,3,3,3,4,0,5,78,95,1,1,1,1,Business
32970,0,0,33,1,2579,4,5,4,1,4,1,1,5,4,0,1,0,3,4,41,88,1,1,0,2,Business
32971,1,1,73,1,3401,5,5,2,4,4,5,2,4,2,3,3,5,4,3,3,46,0,0,1,2,Business
32972,1,0,56,1,2178,2,1,4,3,4,3,5,1,2,2,2,1,3,4,82,46,1,1,0,2,Business
32973,0,1,80,0,3561,4,5,2,4,1,5,4,5,5,0,3,0,0,1,91,20,1,1,1,2,Business
32974,0,1,79,0,222,0,0,4,3,2,2,1,5,4,4,5,0,4,2,21,58,0,0,1,0,Eco Plus
32975,0,0,27,0,3339,3,0,4,5,1,1,2,3,5,2,3,2,1,4,71,97,1,1,0,2,Business
32976,1,0,45,1,2891,2,2,0,5,1,4,2,2,2,0,1,4,5,2,74,66,0,0,0,2,Business
32977,1,0,77,1,468,0,3,4,0,3,2,2,0,4,5,1,5,5,2,100,33,1,1,1,0,Business
32978,1,1,40,0,1944,3,4,1,5,2,4,2,0,3,1,3,5,5,3,95,79,0,0,0,2,Eco
32979,0,1,39,1,4464,1,1,3,1,4,2,0,2,2,3,3,5,1,2,94,41,0,0,0,2,Business
32980,0,1,21,1,3378,5,4,4,1,1,5,0,3,3,2,5,2,4,0,87,13,1,1,0,2,Eco
32981,0,1,41,0,2700,3,3,1,5,0,4,5,5,0,5,3,1,2,2,13,50,0,0,0,2,Business
32982,0,0,79,1,3064,4,0,5,2,2,5,1,1,3,1,0,1,5,1,38,20,1,1,1,2,Eco
32983,1,0,20,1,2529,5,5,4,0,1,3,1,2,1,3,5,3,4,2,84,42,1,1,0,2,Business
32984,1,0,32,0,3662,1,2,2,2,5,2,0,5,2,5,1,5,3,2,55,93,1,1,0,2,Business
32985,0,0,62,1,3487,1,4,5,4,1,1,5,0,1,0,4,0,5,2,67,10,1,1,1,2,Eco
32986,1,0,76,0,3830,0,4,5,4,2,1,3,0,1,0,0,1,4,1,86,48,1,1,1,2,Eco
32987,1,1,18,1,4621,5,5,0,0,2,4,2,0,3,1,2,2,0,4,57,81,0,0,0,2,Business
32988,0,1,55,1,1940,5,5,2,1,4,2,1,1,0,5,2,1,4,3,22,56,0,0,0,2,Eco
32989,0,1,69,0,4937,5,4,4,0,3,4,1,4,4,1,0,4,1,3,95,99,1,1,1,2,Business
32990,1,0,40,0,509,5,4,1,4,1,5,2,2,4,2,2,1,2,2,70,13,1,1,0,1,Eco Plus
32991,1,1,57,1,470,3,5,1,3,4,4,5,4,0,5,1,0,3,1,22,92,1,1,0,0,Eco Plus
32992,1,0,19,1,1601,2,4,5,4,5,5,5,3,4,0,2,0,0,0,92,46,0,0,0,2,Eco
32993,1,0,51,0,3350,4,3,3,2,4,5,1,4,0,3,0,0,1,1,60,82,0,0,0,2,Eco
32994,1,1,41,0,4972,0,4,5,0,3,3,3,0,5,4,0,3,0,1,10,11,0,0,0,2,Eco Plus
32995,0,0,80,1,3186,5,5,1,4,3,1,0,1,5,3,4,1,0,5,95,98,0,0,1,2,Business
32996,0,1,40,1,1396,3,5,2,5,5,4,1,1,4,3,5,2,0,0,60,4,0,0,0,1,Eco
32997,0,1,21,0,1158,3,2,2,5,3,3,2,2,5,3,4,4,0,4,75,16,0,0,0,1,Business
32998,0,0,53,0,3751,5,5,5,0,5,5,3,2,1,2,2,3,3,3,50,23,1,1,0,2,Eco
32999,0,0,68,0,1982,1,2,4,4,4,2,4,3,4,0,1,5,0,1,23,96,1,1,1,2,Eco
33000,0,1,70,1,1432,0,2,5,1,5,5,2,3,4,1,0,5,3,0,27,27,1,1,1,1,Eco
33001,1,1,32,1,1594,3,1,1,5,3,0,1,4,2,2,2,3,5,4,27,1,0,0,0,2,Eco
33002,0,1,34,0,2142,1,0,3,2,4,3,1,2,3,1,4,3,0,1,66,13,1,1,0,2,Eco
33003,0,1,74,1,3153,5,4,3,2,1,2,0,5,5,0,1,2,4,5,99,32,0,0,1,2,Business
33004,1,1,44,1,304,1,4,2,4,0,0,3,1,3,0,3,3,1,3,9,74,1,1,0,0,Eco
33005,1,0,52,1,2538,3,4,0,4,0,2,2,5,4,5,3,2,5,4,33,36,0,0,0,2,Eco
33006,1,0,19,0,1341,3,4,4,5,0,4,0,3,0,0,2,1,3,4,96,50,0,0,0,1,Eco
33007,0,1,41,1,3699,1,3,4,5,1,3,5,4,0,0,3,3,5,5,13,27,0,0,0,2,Business
33008,1,1,50,1,3081,0,1,5,2,5,0,0,0,0,0,0,2,1,5,92,62,0,0,0,2,Business
33009,1,0,40,0,4173,1,2,3,5,4,4,1,3,4,3,1,4,3,1,100,9,0,0,0,2,Business
33010,0,0,76,1,4106,1,5,2,1,3,4,2,2,1,2,0,4,2,5,69,24,1,1,1,2,Business
33011,1,0,71,1,921,0,5,1,4,5,0,0,3,2,2,3,0,0,4,39,1,0,0,1,1,Eco
33012,0,0,20,0,1074,4,1,0,2,1,2,4,5,0,5,3,4,5,1,82,33,1,1,0,1,Business
33013,1,1,58,0,1726,4,3,4,5,3,4,4,0,2,4,3,0,0,1,34,73,0,0,0,2,Business
33014,0,0,33,0,360,1,5,3,1,0,1,3,4,2,3,3,0,2,1,0,10,0,0,0,0,Business
33015,1,0,61,0,2179,3,5,1,5,0,5,3,3,4,3,5,1,4,4,80,10,1,1,1,2,Eco Plus
33016,0,0,35,1,1707,2,0,5,3,3,5,1,2,1,3,5,5,5,5,27,61,0,0,0,2,Business
33017,1,0,23,0,2545,1,2,5,2,0,5,1,2,5,5,2,2,4,1,11,29,0,0,0,2,Eco
33018,1,1,78,0,722,5,4,3,4,3,5,5,2,0,1,1,1,4,3,71,5,1,1,1,1,Business
33019,1,0,48,0,1816,5,1,0,2,2,3,0,1,1,4,0,3,1,3,79,1,0,0,0,2,Eco Plus
33020,0,1,41,0,3513,4,2,3,1,1,4,2,2,5,4,4,2,3,0,34,64,0,0,0,2,Business
33021,1,0,67,0,1917,0,3,5,5,3,1,0,0,5,4,5,3,5,5,44,52,0,0,1,2,Eco
33022,0,0,45,1,777,3,5,0,0,3,2,1,3,1,4,4,0,0,2,33,73,0,0,0,1,Business
33023,1,1,57,0,1589,0,4,2,4,4,3,1,4,2,2,3,2,2,4,50,49,0,0,0,2,Eco
33024,1,1,67,1,1743,5,2,5,4,0,4,2,3,3,0,5,2,2,5,7,74,1,1,1,2,Business
33025,1,1,50,1,4048,5,1,1,2,2,4,5,3,4,5,1,1,0,2,77,6,0,0,0,2,Eco
33026,0,0,36,1,261,1,1,2,0,2,3,1,5,3,3,1,5,3,1,81,26,1,1,0,0,Eco
33027,1,1,66,0,2448,3,2,5,3,2,4,4,0,4,3,0,3,1,3,100,32,1,1,1,2,Eco
33028,0,0,51,1,4802,1,1,4,3,3,5,1,5,4,0,3,0,5,5,50,33,1,1,0,2,Business
33029,1,1,68,1,1040,3,4,4,0,5,0,4,4,2,4,1,5,3,2,45,59,1,1,1,1,Business
33030,0,1,24,1,656,4,3,0,0,3,2,2,1,5,1,5,2,0,3,41,9,0,0,0,1,Business
33031,0,1,34,0,153,3,4,0,4,2,1,3,0,3,4,1,5,4,0,11,68,1,1,0,0,Eco
33032,1,0,79,1,485,1,1,0,4,0,1,3,3,1,3,4,0,5,0,13,82,1,1,1,0,Business
33033,0,0,31,0,509,5,5,4,3,0,4,2,4,4,3,1,2,4,4,45,51,1,1,0,1,Business
33034,0,1,28,1,3035,3,4,2,3,5,4,3,1,1,2,4,3,4,1,48,4,0,0,0,2,Eco Plus
33035,1,1,57,1,2686,5,5,5,1,4,0,5,3,4,4,3,5,1,5,84,90,1,1,0,2,Business
33036,1,1,62,1,4159,4,3,5,0,2,1,5,1,1,0,2,2,1,0,72,26,0,0,1,2,Business
33037,0,1,44,0,2320,0,0,5,1,2,2,5,0,5,3,1,0,3,3,58,71,1,1,0,2,Business
33038,1,1,73,1,2179,2,1,5,2,3,2,2,5,1,3,5,0,4,4,86,1,0,0,1,2,Business
33039,1,0,21,0,2702,5,4,2,3,0,0,0,1,1,1,1,1,2,0,96,68,1,1,0,2,Business
33040,0,1,25,0,3501,2,5,4,1,2,1,1,1,3,0,5,2,0,3,72,20,1,1,0,2,Business
33041,1,0,44,0,3785,0,5,4,4,3,3,0,0,3,2,4,2,5,3,62,67,1,1,0,2,Eco
33042,0,1,66,0,4826,0,0,4,5,1,4,2,5,4,5,4,0,1,1,61,46,1,1,1,2,Business
33043,1,0,23,1,1924,2,0,5,0,3,1,0,3,1,3,2,0,4,4,29,91,0,0,0,2,Business
33044,1,1,21,1,4505,5,5,3,3,5,3,5,1,0,2,3,0,4,0,45,91,0,0,0,2,Business
33045,0,0,46,0,4031,5,5,1,1,1,1,5,3,5,3,3,2,4,3,53,66,0,0,0,2,Business
33046,0,0,29,0,2981,2,1,5,4,0,0,2,1,5,2,5,0,1,3,72,14,1,1,0,2,Eco
33047,1,1,72,1,1689,1,2,5,0,1,5,5,4,4,4,2,2,1,0,20,57,1,1,1,2,Business
33048,0,1,24,0,4763,4,4,1,0,5,1,3,0,2,3,2,1,3,4,34,84,1,1,0,2,Business
33049,1,1,49,1,4980,0,4,2,0,3,2,4,3,1,0,1,1,5,0,54,30,1,1,0,2,Eco
33050,0,0,79,0,1177,1,5,0,1,5,3,4,1,0,2,5,5,0,4,3,82,1,1,1,1,Eco
33051,1,1,46,1,3946,2,2,4,0,0,3,2,3,5,2,4,2,4,5,16,88,1,1,0,2,Eco
33052,1,1,21,1,605,0,2,0,3,4,0,4,3,5,4,5,4,4,5,60,10,1,1,0,1,Business
33053,1,0,18,1,2128,3,2,4,3,5,4,2,0,5,2,1,1,1,3,88,15,1,1,0,2,Business
33054,0,0,55,0,1116,4,1,4,2,1,0,2,3,2,2,1,3,0,1,72,78,0,0,0,1,Business
33055,1,1,64,0,4635,1,2,1,4,4,2,0,1,1,5,5,2,2,4,39,50,0,0,1,2,Eco
33056,0,1,26,1,4236,0,4,2,3,5,3,4,4,5,3,5,5,4,0,70,36,1,1,0,2,Business
33057,1,1,47,0,1164,3,3,3,2,4,1,0,4,3,2,5,5,5,5,55,61,1,1,0,1,Eco
33058,0,1,57,0,3437,3,2,0,4,0,3,5,5,2,4,1,5,0,3,82,52,0,0,0,2,Business
33059,1,1,29,1,3657,5,2,0,3,5,0,4,0,4,5,0,1,0,4,54,35,1,1,0,2,Eco Plus
33060,1,0,34,1,898,1,0,1,2,0,4,4,4,1,1,5,0,0,3,38,81,1,1,0,1,Business
33061,0,0,34,1,3811,5,2,4,4,1,5,1,4,3,0,0,3,1,1,48,75,1,1,0,2,Business
33062,0,1,61,1,732,4,5,1,0,3,4,2,0,4,5,2,2,2,2,77,27,1,1,1,1,Business
33063,0,1,50,0,2148,1,3,2,2,2,1,5,5,2,3,1,1,4,2,50,98,1,1,0,2,Eco
33064,1,1,68,0,2293,5,2,5,2,4,1,5,2,0,4,2,4,1,1,18,37,0,0,1,2,Eco
33065,1,0,77,0,4767,4,3,3,4,0,3,5,5,0,0,0,1,1,1,60,26,1,1,1,2,Business
33066,0,1,78,1,4497,0,3,2,2,3,4,1,2,0,0,1,4,3,0,48,5,0,0,1,2,Business
33067,1,0,79,0,504,4,5,1,3,4,1,0,1,4,2,0,5,3,3,37,42,0,0,1,1,Business
33068,0,1,76,1,4031,4,3,0,3,2,3,5,5,3,0,5,1,4,3,84,29,1,1,1,2,Eco Plus
33069,0,1,57,0,4542,0,2,4,2,0,1,0,2,2,1,5,2,5,0,87,35,0,0,0,2,Eco
33070,0,0,62,1,4534,1,5,4,4,3,5,5,1,2,3,4,1,0,2,35,44,1,1,1,2,Eco
33071,1,1,29,0,337,1,0,1,2,4,4,4,1,1,3,0,0,0,2,65,75,1,1,0,0,Business
33072,1,0,24,1,974,4,4,5,5,4,0,1,1,4,0,2,0,3,0,74,70,1,1,0,1,Business
33073,1,0,45,1,3907,4,2,1,3,4,4,0,2,1,0,0,4,3,3,49,87,0,0,0,2,Eco
33074,0,1,23,0,2564,0,1,5,0,3,2,3,4,4,3,4,0,5,4,95,62,1,1,0,2,Eco Plus
33075,0,1,21,1,3866,0,3,3,1,1,4,3,1,0,5,0,1,4,0,48,31,0,0,0,2,Business
33076,0,0,44,1,3733,3,4,3,5,0,5,2,3,3,1,5,0,4,0,92,56,0,0,0,2,Business
33077,1,0,43,1,1272,3,1,4,4,1,1,5,3,4,5,3,3,2,1,42,47,0,0,0,1,Business
33078,1,0,61,1,4186,2,2,5,1,5,4,4,3,2,5,5,2,0,2,87,2,1,1,1,2,Eco
33079,1,0,68,0,3703,2,5,5,1,0,1,0,1,2,5,2,5,2,4,95,47,0,0,1,2,Business
33080,0,1,22,1,4311,3,0,5,2,1,3,3,1,0,2,3,4,0,2,86,18,0,0,0,2,Eco
33081,0,1,40,0,2673,4,3,5,0,4,1,4,5,4,2,4,3,4,3,95,10,0,0,0,2,Business
33082,1,0,29,1,3918,1,2,5,5,0,4,3,2,4,0,5,1,3,4,70,30,1,1,0,2,Eco
33083,1,0,76,1,1509,5,0,0,2,1,3,1,0,3,1,1,4,4,3,7,92,1,1,1,2,Business
33084,0,1,54,0,1966,2,0,4,4,3,2,0,5,2,1,1,5,5,3,17,16,0,0,0,2,Business
33085,0,1,21,1,4376,5,4,2,1,3,4,3,1,0,5,5,4,2,0,84,79,1,1,0,2,Business
33086,0,1,47,1,2493,1,4,3,4,3,5,4,3,2,1,0,3,1,1,96,22,0,0,0,2,Eco
33087,0,1,45,0,2725,0,4,5,0,5,5,0,2,4,4,1,5,5,1,4,51,1,1,0,2,Business
33088,0,1,50,1,113,4,5,1,1,3,4,3,3,1,3,0,2,5,3,70,63,1,1,0,0,Eco Plus
33089,1,0,79,1,1734,4,1,5,2,4,4,4,5,1,1,3,3,5,4,92,60,1,1,1,2,Eco
33090,1,0,22,1,396,4,5,5,4,1,5,2,4,5,5,5,1,2,3,68,32,1,1,0,0,Business
33091,1,1,25,1,2139,1,3,2,2,0,1,1,0,0,5,3,3,0,0,2,32,0,0,0,2,Business
33092,1,1,76,0,2438,0,4,0,5,1,4,1,4,1,0,0,5,1,1,18,87,0,0,1,2,Business
33093,1,0,35,0,3979,4,4,3,0,5,2,3,5,0,3,4,2,5,2,61,61,1,1,0,2,Business
33094,1,1,59,1,118,0,2,4,4,3,2,1,1,1,2,1,3,5,2,96,11,1,1,0,0,Eco
33095,1,0,45,0,2315,4,5,5,0,4,4,5,4,1,5,0,4,0,1,100,19,1,1,0,2,Business
33096,0,0,47,1,765,5,4,0,0,3,5,4,2,3,4,3,5,4,4,96,29,0,0,0,1,Business
33097,1,1,29,1,516,1,4,4,0,0,2,1,5,4,5,3,3,0,0,26,10,0,0,0,1,Business
33098,0,0,58,0,3740,2,4,2,1,0,4,4,4,3,4,0,0,0,3,67,72,0,0,0,2,Eco
33099,1,0,80,1,884,2,4,2,2,5,3,1,2,4,4,0,1,3,4,45,51,0,0,1,1,Business
33100,0,0,71,1,3412,0,0,5,0,4,0,1,1,1,2,2,0,2,5,10,100,1,1,1,2,Business
